Danica McKellar,03 January 1975,False,197,Scott Sveslosky,None,True,-1,15 November 2014,None,0,False
Amy Adams,20 August 1974,False,24,Darren Le Gallo,None,False,-1,02 May 2015,None,1,False
Matthew McConaughey,04 November 1969,False,151,Camila Alves,28 January 1982,False,-1,09 June 2012,None,3,False
Christian Bale,30 January 1974,False,214,Sibi Blazic,14 April 1970,False,-1,29 January 2000,None,2,False
Ralph Fiennes,22 December 1962,False,337,Alex Kingston,11 March 1963,False,-1,01 September 1993,28 October 1997,0,True
Joseph Fiennes,27 May 1970,False,94,Maria Dolores Dieguez,None,False,-1,15 August 2009,None,2,False
James McAvoy,21 April 1979,False,66,Anne-Marie Duff,08 October 1970,False,-1,11 November 2006,None,1,True
Peter Berg,11 March 1964,False,481,Elizabeth Rogers,None,True,-1,28 August 1993,01 January 2002,1,True
Todd Fisher,24 February 1958,False,259,Christi (née Zabel) Rivers,None,True,-1,None,None,0,False
Freddie Stroma,08 January 1987,False,446,Johanna Braddy,30 August 1987,False,-1,30 December 2016,None,0,False
Johnny Depp,09 June 1963,False,114,Lori A. Depp,06 September 1957,False,-1,24 December 1983,07 March 1986,0,True
Hugh Jackman,12 October 1968,False,455,Deborra-Lee Furness,08 December 1955,False,-1,11 April 1996,None,2,False
Mila Kunis,14 August 1983,False,182,Ashton Kutcher,07 February 1978,False,-1,04 July 2015,None,2,False
Abigail Spencer,04 August 1981,False,343,Andrew Pruett,None,False,-1,01 January 2004,01 January 2013,1,True
Anthony Hopkins,31 December 1937,False,422,Petronella Barker,None,False,-1,01 September 1967,01 January 1972,1,True
Arnold Schwarzenegger,30 July 1947,False,311,Maria Shriver,06 November 1955,False,-1,26 April 1986,None,4,True
Todd Fisher,24 February 1958,False,259,Catherine Hickland,11 February 1956,False,-1,22 December 2012,None,0,False
Zooey Deschanel,17 January 1980,False,381,Jacob Pechenik,None,False,-1,21 June 2015,None,1,False
Rachael Harris,12 January 1968,False,266,Christian Hebel,None,True,-1,30 April 2015,None,1,False
Kaitlin Olson,18 August 1975,False,130,Rob McElhenney,14 April 1977,False,-1,27 September 2008,None,2,False
Woody Harrelson,23 July 1961,False,470,Laura Louie,None,True,-1,28 December 2008,None,3,False
Bryan Cranston,07 March 1956,False,179,Robin Dearden,04 December 1953,False,-1,08 July 1989,None,1,False
Zoe Saldana,19 June 1978,False,128,Marco Perego Saldana,01 March 1979,False,-1,01 June 2013,None,2,False
Hugh Laurie,11 June 1959,False,221,Joanne Green,None,True,-1,16 June 1989,None,3,False
Tom Cruise,03 July 1962,False,123,Mimi Rogers,27 January 1956,False,-1,09 May 1987,04 February 1990,0,True
Zach Galifianakis,01 October 1969,False,460,Quinn Lundberg,None,True,-1,11 August 2012,None,1,False
Mark Hamill,25 September 1951,False,188,Marilou York,None,False,-1,17 December 1978,None,3,False
Sylvester Stallone,06 July 1946,False,159,Jennifer Flavin,14 August 1968,False,-1,17 May 1997,None,3,False
Claire Danes,12 April 1979,False,362,Hugh Dancy,19 June 1975,False,-1,01 September 2009,None,1,False
Drew Barrymore,22 February 1975,False,408,Tom Green,30 July 1971,False,-1,07 July 2001,15 October 2002,0,True
Robert De Niro,17 August 1943,False,262,Diahnne Abbott,01 May 1945,False,-1,28 April 1976,01 January 1988,2,True
Jason Isaacs,06 June 1963,False,223,Emma Hewitt,None,False,-1,01 January 1988,None,2,False
Ben Affleck,15 August 1972,False,27,Jennifer Garner,17 April 1972,False,-1,29 June 2005,None,3,False
Milla Jovovich,17 December 1975,False,277,Shawn Andrews,15 October 1971,False,-1,02 October 1992,None,0,False
